val_loss,val_acc,loss,acc
0.6027956604957581,0.7039999961853027,0.6618704705662197,0.6087555553224352
0.5360931158065796,0.7540000081062317,0.5747415358013577,0.7146222223705716
0.5082888007164001,0.7760000228881836,0.531167201646169,0.7469333330472311
0.5028841495513916,0.7595999836921692,0.5097426718499926,0.7600444445927937
0.47779446840286255,0.7871999740600586,0.49399948166741264,0.7679111111852858
0.4746314585208893,0.7896000146865845,0.4889404739909702,0.771688889058431
0.4683055579662323,0.7900000214576721,0.48341775457594127,0.7725333331637912
0.4641294777393341,0.7940000295639038,0.4774025856335958,0.7757333330684238
0.46227148175239563,0.7879999876022339,0.47426903325186837,0.7777777776824103
0.4601936638355255,0.7915999889373779,0.4756400563134087,0.7788888889842563
0.4615207016468048,0.7875999808311462,0.4687533158196343,0.7791111108462015
0.45445775985717773,0.7911999821662903,0.4717999895095825,0.7824444446139865
0.4645554721355438,0.7864000201225281,0.47446904350916547,0.7768888889630635
0.4577271342277527,0.7947999835014343,0.4729796963585748,0.7788888890796237
0.45235174894332886,0.7924000024795532,0.46564267767800227,0.7809333330684238
0.4512084424495697,0.7964000105857849,0.46553071586820816,0.7827111113760207
0.4488305151462555,0.7943999767303467,0.4654680088996887,0.7817777780426873
0.4476149380207062,0.7947999835014343,0.46405892657174,0.7841777776824104
0.446917861700058,0.795199990272522,0.46154740013546414,0.7840444442749024
0.44707179069519043,0.7996000051498413,0.4618586569256253,0.783200000169542
