val_loss,val_acc,loss,acc
0.7014766335487366,0.6299999952316284,0.7566296607441373,0.5352888889418708
0.8674505949020386,0.6359999775886536,0.6541065215534634,0.6216888889312744
0.40573206543922424,0.8396000266075134,0.48625770026312937,0.7772888888888889
0.3378646671772003,0.8644000291824341,0.36811023608313664,0.8474222222752041
0.338603675365448,0.8695999979972839,0.30276931636598375,0.8782666666348775
0.30689194798469543,0.8787999749183655,0.2614828022638957,0.8980444445080227
0.33245059847831726,0.8831999897956848,0.22600198663605583,0.9130666667832269
0.31726810336112976,0.8820000290870667,0.19498399959670173,0.9255555555767483
0.33845093846321106,0.8791999816894531,0.17171170020103455,0.9376444445186192
0.33615294098854065,0.8820000290870667,0.14294469990730285,0.9489333334498935
0.363162100315094,0.8804000020027161,0.12889841592841678,0.9527555555025736
0.3886357843875885,0.8831999897956848,0.11327929658492406,0.9611999999470181
0.4148865342140198,0.8863999843597412,0.09866754564179314,0.9661777777247958
0.3826081156730652,0.876800000667572,0.08706574295891656,0.9698222222116258
0.45992568135261536,0.8776000142097473,0.07731092233724064,0.9741333334604899
0.5137035250663757,0.878000020980835,0.06682969687779744,0.9771111111958821
0.4893263578414917,0.881600022315979,0.06380486271116469,0.9793777779049343
0.46028387546539307,0.8784000277519226,0.0591469967312283,0.9801777777247959
0.495663046836853,0.8776000142097473,0.05521808013651106,0.9807111110157437
0.5558900833129883,0.8763999938964844,0.04649037889771991,0.9840000000847711
