val_loss,val_acc,loss,acc
0.6842630505561829,0.5619999766349792,0.7845343688117133,0.5099555555343628
0.7129481434822083,0.527999997138977,0.7183850958400303,0.5352888889312745
0.7284879684448242,0.5271999835968018,0.6899534829457601,0.5703555556615194
0.718222439289093,0.5860000252723694,0.6726108000437419,0.5917777777989706
0.6804406046867371,0.6272000074386597,0.6632885732438829,0.6000000000635783
0.6017258167266846,0.6823999881744385,0.6538909813563029,0.615733333407508
0.604410707950592,0.6836000084877014,0.6434333927154541,0.6381777777883741
0.5949254035949707,0.6796000003814697,0.6301649768405491,0.6495111112170749
0.5720791220664978,0.6891999840736389,0.6145888650894165,0.6675999999046326
0.5550879836082458,0.7372000217437744,0.5987678257836236,0.6826222223069933
0.548727810382843,0.7559999823570251,0.5894405327479044,0.6848888888359069
0.5387102961540222,0.7400000095367432,0.5795981925646464,0.6924888890160454
0.5338611602783203,0.7332000136375427,0.5738784470770094,0.7000000000317892
0.5378153324127197,0.7319999933242798,0.5613695770793491,0.7116444443172879
0.5239199995994568,0.7675999999046326,0.5644135161823697,0.7091555555449591
0.5482532978057861,0.7120000123977661,0.5574287245962355,0.7111999999046326
0.5470010042190552,0.7059999704360962,0.5549981531355116,0.7131555555343628
0.5149683356285095,0.7639999985694885,0.5472982463412814,0.7196888890160454
0.5230104923248291,0.7364000082015991,0.5403440028296577,0.7247555555449592
0.5059687495231628,0.7504000067710876,0.537136819712321,0.7269333334498935
0.48515933752059937,0.7856000065803528,0.5323031757672628,0.7321777777247959
0.5118539929389954,0.7319999933242798,0.5278523308542039,0.7359555555979411
0.47722533345222473,0.7771999835968018,0.5239000453737047,0.7352000001271566
0.46775785088539124,0.7892000079154968,0.5153316330803765,0.745688888835907
0.4706212878227234,0.7835999727249146,0.5112617542478773,0.745244444349077
0.4489452540874481,0.7955999970436096,0.509239834382799,0.7496444444762336
0.461318701505661,0.7996000051498413,0.503815375328064,0.7527555555873447
0.46307772397994995,0.7924000024795532,0.5078104913287692,0.7475555556297302
0.5423900485038757,0.7092000246047974,0.5008743258052402,0.7527111110157437
0.4670933187007904,0.7979999780654907,0.4994694740825229,0.7549777778201633
0.4473254382610321,0.7932000160217285,0.4946534024450514,0.7575555556403266
0.4498977065086365,0.8091999888420105,0.48882481275134615,0.7618222223069933
0.4466058015823364,0.7856000065803528,0.4875966046863132,0.7618222223069933
0.496764212846756,0.7504000067710876,0.48514660135904947,0.7597333332379659
0.48124414682388306,0.7572000026702881,0.480780605369144,0.7651111111005148
0.43875208497047424,0.7907999753952026,0.48260094362894695,0.7661333332273695
0.41622716188430786,0.8119999766349792,0.47563443271848893,0.7690222223493788
0.4539293348789215,0.7868000268936157,0.47411929871241254,0.7726666667514377
0.46310609579086304,0.7775999903678894,0.4763835474756029,0.7699111112382677
0.4591699242591858,0.7739999890327454,0.4749231989224752,0.7708888890160455
