val_loss,val_acc,loss,acc
0.7548980712890625,0.6136000156402588,0.7604950544781155,0.5336888888835907
0.5348039865493774,0.7728000283241272,0.6110325523694357,0.679244444349077
0.4049518406391144,0.8435999751091003,0.44408424892425535,0.8080888889948526
0.40207114815711975,0.8407999873161316,0.3564596895535787,0.8528444443278842
0.31924811005592346,0.8700000047683716,0.29759076149728564,0.8806666665501065
0.3121126592159271,0.876800000667572,0.2587965815014309,0.8995999998940362
0.3594941198825836,0.8619999885559082,0.2240169957478841,0.9123555556297303
0.3553926944732666,0.8727999925613403,0.19470962816344367,0.927377777756585
0.4109295904636383,0.8740000128746033,0.16639213146368662,0.9376000000211928
0.3675890266895294,0.8755999803543091,0.14420225723584493,0.9487555555873447
0.38195252418518066,0.8776000142097473,0.12599739422798156,0.9550222222540113
0.38210949301719666,0.8776000142097473,0.1169157694472207,0.9575555554601881
0.41838526725769043,0.871999979019165,0.10306038559277853,0.9647111110581292
0.4424647092819214,0.8715999722480774,0.08861903089152443,0.9687111111005148
0.46565136313438416,0.868399977684021,0.08397666211525599,0.9702222223493788
0.4821726977825165,0.876800000667572,0.07291687606970469,0.9748000000317891
0.513114869594574,0.8651999831199646,0.0682018022802141,0.9759111111005148
0.525154173374176,0.8784000277519226,0.058987218105793,0.9787111111958822
0.5049707889556885,0.8708000183105469,0.051737823363807466,0.9822666667514377
0.6047659516334534,0.8715999722480774,0.04828135322597292,0.9844888888888889
