val_loss,val_acc,loss,acc
0.6924477219581604,0.5371999740600586,0.7012020277129279,0.5043999999523163
0.5735229253768921,0.7239999771118164,0.666896592786577,0.5820000000211928
0.5073191523551941,0.7699999809265137,0.5592125991503397,0.7151111111429003
0.4663505256175995,0.8144000172615051,0.511468393670188,0.7505333332061768
0.45198437571525574,0.8059999942779541,0.49368114000956215,0.7617777778519524
0.448076456785202,0.8223999738693237,0.47919605871306525,0.7690222223069932
0.4439019560813904,0.8108000159263611,0.46329833583301966,0.779466666677263
0.42284488677978516,0.8299999833106995,0.45331749024391177,0.7893333332591587
0.4183851182460785,0.8256000280380249,0.440438429567549,0.7944444443278843
0.42141959071159363,0.8348000049591064,0.4342498454252879,0.7973777777777777
0.4092530310153961,0.8407999873161316,0.43066471048990884,0.8021777778731453
0.3973526060581207,0.8388000130653381,0.4169606592549218,0.8075111111958821
0.3920811116695404,0.8416000008583069,0.4155232016298506,0.8081333333439297
0.40088897943496704,0.8331999778747559,0.40700161433749726,0.81324444448683
0.4054456651210785,0.8240000009536743,0.40809895407358804,0.816355555428399
0.38006436824798584,0.8432000279426575,0.3995012237124973,0.8174222220950657
0.3825196921825409,0.8396000266075134,0.3935566037495931,0.8208888888147142
0.3784768283367157,0.8407999873161316,0.3911131634023454,0.8189333333863152
0.37356889247894287,0.8460000157356262,0.3847842410617405,0.8254666667302449
0.37175899744033813,0.8452000021934509,0.3783562413268619,0.8270666667832268
